LATITUDE,LONGITUDE
35.52623076,139.52105097
35.52615058,139.52098705
35.52607358,139.52092373
35.52600749,139.52086516
35.52594901,139.52082079
35.52590129,139.52078224
35.52586890,139.52076211
35.52585990,139.52076002
35.52586392,139.52076551
35.52587905,139.52076148
35.52588032,139.52076303
35.52585860,139.52074579
35.52582950,139.52072796
35.52580462,139.52071080
35.52578902,139.52069419
35.52577443,139.52067906
35.52576213,139.52066577
35.52576199,139.52066325
35.52575042,139.52064874
35.52574228,139.52063878
35.52572194,139.52062002
35.52569365,139.52060090
35.52563505,139.52055478
35.52556958,139.52051922
35.52550460,139.52049615
35.52542390,139.52048943
35.52535402,139.52047521
35.52528137,139.52046963
35.52521214,139.52047258
35.52513920,139.52048745
35.52506023,139.52050514
35.52498518,139.52051779
35.52491391,139.52053851
35.52487644,139.52058968
35.52482185,139.52062060
35.52476056,139.52066087
35.52471526,139.52070314
35.52466816,139.52073305
35.52461738,139.52077095
35.52456667,139.52080826
35.52451958,139.52084432
35.52448485,139.52087840
35.52445958,139.52090874
35.52444814,139.52093462
35.52442566,139.52095162
35.52440395,139.52094929
35.52439928,139.52094853
35.52439636,139.52094928
35.52438342,139.52093854
35.52437765,139.52093485
35.52434215,139.52091205
35.52429125,139.52088181
35.52424884,139.52085316
35.52421116,139.52082235
35.52419287,139.52080313
35.52416225,139.52078196
35.52413809,139.52078355
35.52411301,139.52080575
35.52409268,139.52084561
35.52407251,139.52090652
35.52404834,139.52096242
35.52401863,139.52101168
35.52400927,139.52105152
35.52400193,139.52107309
35.52399814,139.52108578
35.52399840,139.52108877
35.52400374,139.52110557
35.52399639,139.52112195
35.52398632,139.52114071
35.52397101,139.52116728
35.52395954,139.52119270
35.52394517,139.52122281
35.52393172,139.52125523
35.52391518,139.52128979
35.52389675,139.52132474
35.52388197,139.52135038
35.52386534,139.52136941
35.52384312,139.52138286
35.52382481,139.52139315
35.52379916,139.52141247
35.52376497,139.52146860
35.52373888,139.52153841
35.52371011,139.52162945
35.52367687,139.52173367
35.52363302,139.52185933
35.52357972,139.52198199
35.52351420,139.52211654
35.52344930,139.52224978
35.52338193,139.52238308
35.52331124,139.52252182
35.52324359,139.52266279
35.52316978,139.52280745
35.52309819,139.52294164
35.52302611,139.52308398
35.52295303,139.52322667
35.52288160,139.52336675
35.52280989,139.52350884
35.52273897,139.52364816
35.52266209,139.52379202
35.52258620,139.52393165
35.52250713,139.52407664
35.52242758,139.52422398
35.52234991,139.52436771
35.52227364,139.52451454
35.52219881,139.52465785
35.52211872,139.52481132
35.52204133,139.52496573
35.52196372,139.52511798
35.52188466,139.52527122
35.52180889,139.52542127
35.52172993,139.52557756
35.52165068,139.52573302
35.52157022,139.52589009
35.52148972,139.52604148
35.52140798,139.52619304
35.52133027,139.52633863
35.52125234,139.52648077
35.52117798,139.52661877
35.52110787,139.52675737
35.52103314,139.52689857
35.52095872,139.52703722
35.52088399,139.52717833
35.52080605,139.52732261
35.52072918,139.52746486
35.52065038,139.52760383
35.52057572,139.52773752
35.52050901,139.52788241
35.52043687,139.52802164
35.52037166,139.52815372
35.52030770,139.52827618
35.52024748,139.52839637
35.52019591,139.52850106
35.52015254,139.52858576
35.52011701,139.52865817
35.52008948,139.52870664
35.52007178,139.52873893
35.52006276,139.52875585
35.52006286,139.52875285
35.52006353,139.52874504
35.52005986,139.52875675
35.52004682,139.52878634
35.52002113,139.52883753
35.51998714,139.52890933
35.51994220,139.52898903
35.51988619,139.52909469
35.51981669,139.52921547
35.51973916,139.52934396
35.51966660,139.52947611
35.51958738,139.52961730
35.51951002,139.52976310
35.51943986,139.52990133
35.51937120,139.53003849
35.51930000,139.53016795
35.51923334,139.53029106
35.51917586,139.53040245
35.51912162,139.53050768
35.51906351,139.53061588
35.51900465,139.53073166
35.51894620,139.53084842
35.51888468,139.53096652
35.51882097,139.53108774
35.51876172,139.53119970
35.51870072,139.53131293
35.51863977,139.53142933
35.51857614,139.53154691
35.51851567,139.53166397
35.51845299,139.53178187
35.51838965,139.53190081
35.51832695,139.53202428
35.51826090,139.53215016
35.51819416,139.53227606
35.51812461,139.53241117
35.51805821,139.53254568
35.51798986,139.53267364
35.51792235,139.53280331
35.51784713,139.53293132
35.51777120,139.53304528
35.51769122,139.53315983
35.51761011,139.53327197
35.51753278,139.53338156
35.51745328,139.53348444
35.51737263,139.53358661
35.51729339,139.53368517
35.51721317,139.53377809
35.51713078,139.53386358
35.51706597,139.53393753
35.51701197,139.53399987
35.51697306,139.53404063
35.51694280,139.53406890
35.51693239,139.53409224
35.51692481,139.53409726
35.51692377,139.53409783
35.51692713,139.53412075
35.51692621,139.53411912
35.51692025,139.53412545
35.51687578,139.53415807
35.51683526,139.53419374
35.51679123,139.53423484
35.51673972,139.53429333
35.51667693,139.53435911
35.51660560,139.53442583
35.51653465,139.53449958
35.51646370,139.53457100
35.51638333,139.53465090
35.51629732,139.53473144
35.51621264,139.53481314
35.51613073,139.53489506
35.51604453,139.53497954
35.51595992,139.53506100
35.51587771,139.53514679
35.51579301,139.53522976
35.51570865,139.53531636
35.51562933,139.53540382
35.51554902,139.53549318
35.51547119,139.53558697
35.51539190,139.53567574
35.51531344,139.53576651
35.51523564,139.53585871
35.51516570,139.53594359
35.51508589,139.53603780
35.51501468,139.53612443
35.51494197,139.53620454
35.51486607,139.53628033
35.51479579,139.53635760
35.51473277,139.53642109
35.51467199,139.53648712
35.51462289,139.53653355
35.51458889,139.53656389
35.51456479,139.53658659
35.51455648,139.53659623
35.51455478,139.53659871
35.51455825,139.53660380
35.51454957,139.53660844
35.51451828,139.53663871
35.51449175,139.53666363
35.51445958,139.53670038
35.51442249,139.53673027
35.51438725,139.53673722
35.51434878,139.53671244
35.51431381,139.53665519
35.51428265,139.53658548
35.51425685,139.53650958
35.51422673,139.53643929
35.51416818,139.53638505
35.51412449,139.53633244
35.51408859,139.53628154
35.51404948,139.53622922
35.51401016,139.53617091
35.51395986,139.53610263
35.51391422,139.53604942
35.51386825,139.53599495
35.51382788,139.53595027
35.51378470,139.53588815
35.51374136,139.53583372
35.51370188,139.53578766
35.51366546,139.53574755
35.51363012,139.53571607
35.51360741,139.53568445
35.51358828,139.53566935
35.51356824,139.53565346
35.51354600,139.53562743
35.51353066,139.53560317
35.51350845,139.53557164
35.51348279,139.53553557
35.51345636,139.53549602
35.51342414,139.53545003
35.51340003,139.53539256
35.51336975,139.53532850
35.51333366,139.53525784
35.51330098,139.53518114
35.51326431,139.53510755
35.51322638,139.53504012
35.51320110,139.53497253
35.51317156,139.53491023
35.51313525,139.53485408
35.51311178,139.53478675
35.51309283,139.53472012
35.51307460,139.53465043
35.51306006,139.53458613
35.51304935,139.53453122
35.51303965,139.53447632
35.51303127,139.53441230
35.51302774,139.53435595
35.51302964,139.53430032
35.51304007,139.53424534
35.51304767,139.53419285
35.51305678,139.53414880
35.51306407,139.53410578
35.51307104,139.53405520
35.51307891,139.53399615
35.51309334,139.53393202
35.51309851,139.53385753
35.51309582,139.53378105
35.51309262,139.53369967
35.51308406,139.53362393
35.51307691,139.53354761
35.51306468,139.53345570
35.51305154,139.53337025
35.51302844,139.53328314
35.51299638,139.53319691
35.51296866,139.53310881
35.51293876,139.53301039
35.51290760,139.53292028
35.51287900,139.53283277
35.51286030,139.53273785
35.51283384,139.53266099
35.51281268,139.53258517
35.51279228,139.53250656
35.51275960,139.53243790
35.51273291,139.53236458
35.51270506,139.53229553
35.51267135,139.53224128
35.51261916,139.53218774
35.51256070,139.53213717
35.51249755,139.53210088
35.51242849,139.53206603
35.51236080,139.53202738
35.51229932,139.53198241
35.51224389,139.53193634
35.51220070,139.53189015
35.51216657,139.53183368
35.51214080,139.53177561
35.51211387,139.53172209
35.51209469,139.53166963
35.51208348,139.53163689
35.51208410,139.53160585
35.51205253,139.53160089
35.51201967,139.53160694
35.51197619,139.53162744
35.51191874,139.53164697
35.51185252,139.53166875
35.51178861,139.53170592
35.51171757,139.53175756
35.51163948,139.53181302
35.51155246,139.53185724
35.51146066,139.53190019
35.51137026,139.53193958
35.51128283,139.53197101
35.51120537,139.53200968
35.51113615,139.53205051
35.51107390,139.53208592
35.51100949,139.53211558
35.51093921,139.53214036
35.51087232,139.53215783
35.51079986,139.53216629
35.51072742,139.53217225
35.51065596,139.53218795
35.51058741,139.53220407
35.51051203,139.53221705
35.51043327,139.53223427
35.51034435,139.53226024
35.51025365,139.53229569
35.51016741,139.53232675
35.51006448,139.53234512
35.50995860,139.53236966
35.50985296,139.53239076
35.50976111,139.53241712
35.50965468,139.53241400
35.50954997,139.53241098
35.50945099,139.53237928
35.50934663,139.53236898
35.50923918,139.53234596
35.50914153,139.53235163
35.50903948,139.53233028
35.50894286,139.53231490
35.50884766,139.53230107
35.50876152,139.53229244
35.50869361,139.53227687
35.50863374,139.53227214
35.50858783,139.53226305
35.50856542,139.53225163
35.50853089,139.53224933
35.50850903,139.53223612
35.50848582,139.53223568
35.50845916,139.53225919
35.50844180,139.53229595
35.50843719,139.53234371
35.50842536,139.53240645
35.50841582,139.53247842
35.50840396,139.53255376
35.50839556,139.53264184
35.50838155,139.53272921
35.50837313,139.53282467
35.50835884,139.53291899
35.50834429,139.53301403
35.50833307,139.53311224
35.50832105,139.53320283
35.50830744,139.53328461
35.50830162,139.53335645
35.50829851,139.53341597
35.50829648,139.53344773
35.50829496,139.53346231
35.50829692,139.53346328
35.50830762,139.53345850
35.50830337,139.53346540
35.50827022,139.53350439
35.50824829,139.53351720
35.50820973,139.53351047
35.50816241,139.53350223
35.50811996,139.53349590
35.50807470,139.53348269
35.50804317,139.53347434
35.50802338,139.53347120
35.50802599,139.53347376
35.50802855,139.53347523
35.50802592,139.53347582
35.50800384,139.53345348
35.50799934,139.53342261
35.50799784,139.53337578
35.50799779,139.53332426
35.50799874,139.53327025
35.50799769,139.53321155
35.50799699,139.53316991
35.50800020,139.53314052
35.50801119,139.53312169
35.50803029,139.53312184
35.50803931,139.53312481
35.50804391,139.53312436
35.50804420,139.53312332
35.50802954,139.53312307
35.50803002,139.53307711
35.50803544,139.53303385
35.50803969,139.53298925
35.50804329,139.53295270
35.50804790,139.53292875
35.50807417,139.53289559
35.50809995,139.53288736
35.50812626,139.53289142
35.50814857,139.53291165
35.50816392,139.53295076
35.50817104,139.53300629
35.50817026,139.53306687
35.50816493,139.53311713
35.50815630,139.53315128
35.50814561,139.53317172
35.50813540,139.53318197
35.50812499,139.53318443
35.50811953,139.53318703
35.50811879,139.53318658
35.50812429,139.53316452
35.50812772,139.53315960
35.50813306,139.53315753
35.50813733,139.53315489
35.50815438,139.53314836
35.50815529,139.53314872
35.50815489,139.53315107
35.50815545,139.53315135
35.50815716,139.53315213
35.50815746,139.53315234
35.50815634,139.53315267
35.50815844,139.53315349
35.50816275,139.53315463
35.50816470,139.53315430
35.50815011,139.53313853
35.50814628,139.53313643
35.50814548,139.53313496
35.50814483,139.53313307
35.50814217,139.53313393
