SEQNR,	LATITUDE,	LONGITUDE,	TIMESTAMP
76,	49.53145,	8.55948,	2018-10-30T17:44:33.102Z
77,	49.52346,	8.55986,	2018-10-30T17:45:03.102Z
78,	49.5202,	8.56001,	2018-10-30T17:45:14.102Z
79,	49.50629,	8.56062,	2018-10-30T17:46:04.102Z
80,	49.48717,	8.54944,	2018-10-30T17:47:11.102Z
81,	49.48128,	8.54514,	2018-10-30T17:47:33.102Z
82,	49.47686,	8.54342,	2018-10-30T17:47:48.102Z
83,	49.47217,	8.54184,	2018-10-30T17:48:05.102Z
84,	49.46585,	8.53968,	2018-10-30T17:48:30.102Z
85,	49.46179,	8.5394,	2018-10-30T17:48:43.102Z
86,	49.4569,	8.54089,	2018-10-30T17:49:02.102Z
87,	49.44703,	8.54172,	2018-10-30T17:49:39.102Z
88,	49.438,	8.54014,	2018-10-30T17:50:10.102Z
89,	49.42678,	8.54304,	2018-10-30T17:50:49.102Z
90,	49.42429,	8.5444,	2018-10-30T17:50:58.102Z
91,	49.42169,	8.54584,	2018-10-30T17:51:08.102Z
92,	49.41743,	8.54749,	2018-10-30T17:51:23.102Z
93,	49.40545,	8.54597,	2018-10-30T17:52:24.102Z
94,	49.39501,	8.54397,	2018-10-30T17:53:03.102Z
95,	49.38482,	8.5437,	2018-10-30T17:53:39.102Z
96,	49.38204,	8.54378,	2018-10-30T17:53:49.102Z
97,	49.3707,	8.54477,	2018-10-30T17:54:33.102Z
98,	49.36756,	8.54526,	2018-10-30T17:54:44.102Z
99,	49.35718,	8.54831,	2018-10-30T17:55:22.102Z
100,	49.35423,	8.54966,	2018-10-30T17:55:32.102Z
101,	49.34148,	8.55608,	2018-10-30T17:56:19.102Z
102,	49.33571,	8.55833,	2018-10-30T17:56:40.102Z
103,	49.33197,	8.56003,	2018-10-30T17:56:53.102Z
104,	49.32868,	8.56206,	2018-10-30T17:57:07.102Z
105,	49.31931,	8.57102,	2018-10-30T17:57:49.102Z
106,	49.31331,	8.57882,	2018-10-30T17:58:16.102Z
107,	49.31043,	8.58224,	2018-10-30T17:58:28.102Z
108,	49.30532,	8.58766,	2018-10-30T17:58:49.102Z
109,	49.30091,	8.59179,	2018-10-30T17:59:07.102Z
110,	49.29734,	8.59516,	2018-10-30T17:59:25.102Z
111,	49.29179,	8.60143,	2018-10-30T17:59:47.102Z
112,	49.28776,	8.6072,	2018-10-30T18:00:07.102Z
113,	49.28516,	8.61162,	2018-10-30T18:00:22.102Z
114,	49.27835,	8.627,	2018-10-30T18:01:08.102Z
115,	49.27574,	8.63525,	2018-10-30T18:01:30.102Z
116,	49.2737,	8.6434,	2018-10-30T18:01:48.102Z
117,	49.27189,	8.65666,	2018-10-30T18:19:02.102Z
118,	49.27179,	8.66344,	2018-10-30T18:19:17.102Z
119,	49.27237,	8.67136,	2018-10-30T18:19:35.102Z
120,	49.27442,	8.68325,	2018-10-30T18:20:07.102Z
121,	49.27497,	8.68685,	2018-10-30T18:20:16.102Z
122,	49.27784,	8.70552,	2018-10-30T18:21:15.102Z
123,	49.2807,	8.71783,	2018-10-30T18:21:54.102Z
124,	49.28015,	8.7235,	2018-10-30T18:22:11.102Z
125,	49.27614,	8.73558,	2018-10-30T18:22:51.102Z
126,	49.27493,	8.74291,	2018-10-30T18:23:12.102Z
127,	49.27577,	8.75728,	2018-10-30T18:23:54.102Z
128,	49.27382,	8.76478,	2018-10-30T18:24:21.102Z
129,	49.2703,	8.77391,	2018-10-30T18:24:53.102Z
130,	49.26793,	8.78285,	2018-10-30T18:25:20.102Z
131,	49.26546,	8.79598,	2018-10-30T18:25:56.102Z
132,	49.26177,	8.80567,	2018-10-30T18:26:26.102Z
133,	49.25992,	8.81218,	2018-10-30T18:26:46.102Z
134,	49.25896,	8.81715,	2018-10-30T18:27:00.102Z
135,	49.25602,	8.83669,	2018-10-30T18:27:55.102Z
136,	49.25425,	8.84198,	2018-10-30T18:28:10.102Z
137,	49.25134,	8.84977,	2018-10-30T18:28:33.102Z
138,	49.24607,	8.86443,	2018-10-30T18:29:15.102Z
139,	49.24482,	8.86953,	2018-10-30T18:29:27.102Z
140,	49.24419,	8.87321,	2018-10-30T18:29:35.102Z
141,	49.24266,	8.88242,	2018-10-30T18:30:01.102Z
142,	49.23451,	8.90094,	2018-10-30T18:30:56.102Z
143,	49.23129,	8.90467,	2018-10-30T18:31:10.102Z
144,	49.22705,	8.91719,	2018-10-30T18:31:43.102Z
145,	49.2259,	8.93041,	2018-10-30T18:32:16.102Z
146,	49.22655,	8.93623,	2018-10-30T18:32:29.102Z
147,	49.22624,	8.94281,	2018-10-30T18:32:44.102Z
148,	49.22535,	8.94597,	2018-10-30T18:32:52.102Z
149,	49.22373,	8.95198,	2018-10-30T18:33:07.102Z
150,	49.22239,	8.96258,	2018-10-30T18:33:30.102Z
151,	49.22225,	8.96721,	2018-10-30T18:33:40.102Z
152,	49.21614,	9.00848,	2018-10-30T18:35:13.102Z
153,	49.2144,	9.01984,	2018-10-30T18:35:38.102Z
154,	49.21394,	9.02425,	2018-10-30T18:35:48.102Z
155,	49.2135,	9.03619,	2018-10-30T18:36:15.102Z
156,	49.21467,	9.06145,	2018-10-30T18:37:09.102Z
157,	49.21361,	9.06654,	2018-10-30T18:37:21.102Z
158,	49.21258,	9.06977,	2018-10-30T18:37:32.102Z
159,	49.20311,	9.08481,	2018-10-30T18:38:30.102Z
160,	49.19729,	9.09673,	2018-10-30T18:39:08.102Z
161,	49.18765,	9.12135,	2018-10-30T18:40:26.102Z
162,	49.18623,	9.12834,	2018-10-30T18:40:45.102Z
163,	49.18616,	9.13407,	2018-10-30T18:41:00.102Z
164,	49.18658,	9.13767,	2018-10-30T18:41:08.102Z
165,	49.18775,	9.14459,	2018-10-30T18:41:28.102Z
166,	49.18802,	9.14816,	2018-10-30T18:41:38.102Z
167,	49.18924,	9.1756,	2018-10-30T18:42:57.102Z
168,	49.1881,	9.18863,	2018-10-30T18:43:33.102Z
169,	49.18715,	9.19358,	2018-10-30T18:43:47.102Z
170,	49.18462,	9.21224,	2018-10-30T18:44:43.102Z
171,	49.18231,	9.22379,	2018-10-30T18:45:16.102Z
172,	49.17904,	9.23342,	2018-10-30T18:45:49.102Z
173,	49.17432,	9.24339,	2018-10-30T18:46:22.102Z
174,	49.16404,	9.27285,	2018-10-30T18:48:00.102Z
175,	49.16207,	9.2794,	2018-10-30T18:48:18.102Z
176,	49.15858,	9.29079,	2018-10-30T18:48:53.102Z
177,	49.15415,	9.299,	2018-10-30T18:49:21.102Z
178,	49.13756,	9.30546,	2018-10-30T18:50:29.102Z
179,	49.12318,	9.30012,	2018-10-30T18:51:24.102Z
180,	49.10432,	9.3005,	2018-10-30T18:52:30.102Z
181,	49.10045,	9.29656,	2018-10-30T18:52:44.102Z
182,	49.09437,	9.2927,	2018-10-30T18:53:05.102Z
183,	49.09076,	9.29175,	2018-10-30T18:53:17.102Z
184,	49.08844,	9.29116,	2018-10-30T18:53:24.102Z
185,	49.07544,	9.28442,	2018-10-30T18:54:14.102Z
186,	49.06537,	9.27597,	2018-10-30T18:54:50.102Z
187,	49.06304,	9.27319,	2018-10-30T18:55:00.102Z
188,	49.05867,	9.26909,	2018-10-30T18:55:22.102Z
189,	49.05462,	9.26816,	2018-10-30T18:55:36.102Z
190,	49.04911,	9.26714,	2018-10-30T18:55:54.102Z
191,	49.04446,	9.26342,	2018-10-30T18:56:15.102Z
192,	49.03435,	9.25423,	2018-10-30T18:56:57.102Z
193,	49.02918,	9.25314,	2018-10-30T18:57:14.102Z
194,	49.02446,	9.25056,	2018-10-30T18:57:31.102Z
195,	49.01902,	9.24734,	2018-10-30T18:57:50.102Z
196,	49.01528,	9.24657,	2018-10-30T18:58:02.102Z
197,	49.00972,	9.24269,	2018-10-30T18:58:22.102Z
198,	48.99384,	9.23271,	2018-10-30T18:59:27.102Z
199,	48.97519,	9.22942,	2018-10-30T19:00:34.102Z
200,	48.966,	9.22369,	2018-10-30T19:01:07.102Z
201,	48.96293,	9.22098,	2018-10-30T19:01:19.102Z
202,	48.94785,	9.20029,	2018-10-30T19:02:31.102Z
203,	48.94457,	9.19713,	2018-10-30T19:02:44.102Z
204,	48.93758,	9.19115,	2018-10-30T19:19:50.102Z
205,	48.93353,	9.18627,	2018-10-30T19:20:08.102Z
206,	48.93086,	9.17945,	2018-10-30T19:20:25.102Z
207,	48.92611,	9.16498,	2018-10-30T19:21:01.102Z
208,	48.92164,	9.15838,	2018-10-30T19:21:22.102Z
209,	48.9109,	9.15436,	2018-10-30T19:22:04.102Z
210,	48.90562,	9.15438,	2018-10-30T19:22:23.102Z
211,	48.90208,	9.15412,	2018-10-30T19:22:35.102Z
212,	48.89253,	9.1494,	2018-10-30T19:23:10.102Z
213,	48.88665,	9.14631,	2018-10-30T19:23:31.102Z
214,	48.87394,	9.13761,	2018-10-30T19:24:23.102Z
215,	48.87148,	9.13548,	2018-10-30T19:24:33.102Z
216,	48.86737,	9.13196,	2018-10-30T19:24:49.102Z
217,	48.86311,	9.12843,	2018-10-30T19:25:06.102Z
218,	48.85882,	9.12567,	2018-10-30T19:25:22.102Z
219,	48.8458,	9.13007,	2018-10-30T19:27:25.102Z
220,	48.84005,	9.14103,	2018-10-30T19:28:13.102Z
221,	48.84039,	9.15151,	2018-10-30T19:28:47.102Z
222,	48.83782,	9.16851,	2018-10-30T19:30:34.102Z
