SEQNR,	LATITUDE,	LONGITUDE,	TIMESTAMP
154,	49.21394,	9.02425,	2018-10-30T18:52:28.350Z
155,	49.2135,	9.03619,	2018-10-30T18:52:55.350Z
156,	49.21467,	9.06145,	2018-10-30T18:53:49.350Z
157,	49.21361,	9.06654,	2018-10-30T18:54:01.350Z
158,	49.21258,	9.06977,	2018-10-30T18:54:12.350Z
159,	49.20311,	9.08481,	2018-10-30T18:55:10.350Z
160,	49.19729,	9.09673,	2018-10-30T18:55:48.350Z
161,	49.18765,	9.12135,	2018-10-30T18:57:06.350Z
162,	49.18623,	9.12834,	2018-10-30T18:57:25.350Z
163,	49.18616,	9.13407,	2018-10-30T18:57:40.350Z
164,	49.18658,	9.13767,	2018-10-30T18:57:48.350Z
165,	49.18775,	9.14459,	2018-10-30T18:58:08.350Z
166,	49.18802,	9.14816,	2018-10-30T18:58:18.350Z
167,	49.18924,	9.1756,	2018-10-30T18:59:37.350Z
168,	49.1881,	9.18863,	2018-10-30T19:00:13.350Z
169,	49.18715,	9.19358,	2018-10-30T19:00:27.350Z
170,	49.18462,	9.21224,	2018-10-30T19:01:23.350Z
171,	49.18231,	9.22379,	2018-10-30T19:01:56.350Z
172,	49.17904,	9.23342,	2018-10-30T19:02:29.350Z
173,	49.17432,	9.24339,	2018-10-30T19:03:02.350Z
174,	49.16404,	9.27285,	2018-10-30T19:04:40.350Z
175,	49.16207,	9.2794,	2018-10-30T19:04:58.350Z
176,	49.15858,	9.29079,	2018-10-30T19:05:33.350Z
177,	49.15415,	9.299,	2018-10-30T19:06:01.350Z
178,	49.13756,	9.30546,	2018-10-30T19:07:09.350Z
179,	49.12318,	9.30012,	2018-10-30T19:08:04.350Z
180,	49.10432,	9.3005,	2018-10-30T19:09:10.350Z
181,	49.10045,	9.29656,	2018-10-30T19:09:24.350Z
182,	49.09437,	9.2927,	2018-10-30T19:09:45.350Z
183,	49.09076,	9.29175,	2018-10-30T19:09:57.350Z
184,	49.08844,	9.29116,	2018-10-30T19:10:04.350Z
185,	49.07544,	9.28442,	2018-10-30T19:10:54.350Z
186,	49.06537,	9.27597,	2018-10-30T19:11:30.350Z
187,	49.06304,	9.27319,	2018-10-30T19:11:40.350Z
188,	49.05867,	9.26909,	2018-10-30T19:12:02.350Z
189,	49.05462,	9.26816,	2018-10-30T19:12:16.350Z
190,	49.04911,	9.26714,	2018-10-30T19:12:34.350Z
191,	49.04446,	9.26342,	2018-10-30T19:12:55.350Z
192,	49.03435,	9.25423,	2018-10-30T19:13:37.350Z
193,	49.02918,	9.25314,	2018-10-30T19:13:54.350Z
194,	49.02446,	9.25056,	2018-10-30T19:14:11.350Z
195,	49.01902,	9.24734,	2018-10-30T19:14:30.350Z
196,	49.01528,	9.24657,	2018-10-30T19:14:42.350Z
197,	49.00972,	9.24269,	2018-10-30T19:15:02.350Z
198,	48.99384,	9.23271,	2018-10-30T19:16:07.350Z
199,	48.97519,	9.22942,	2018-10-30T19:17:14.350Z
200,	48.966,	9.22369,	2018-10-30T19:17:47.350Z
201,	48.96293,	9.22098,	2018-10-30T19:17:59.350Z
202,	48.94785,	9.20029,	2018-10-30T19:19:11.350Z
203,	48.94457,	9.19713,	2018-10-30T19:19:24.350Z
204,	48.93758,	9.19115,	2018-10-30T19:19:50.350Z
205,	48.93353,	9.18627,	2018-10-30T19:20:08.350Z
206,	48.93086,	9.17945,	2018-10-30T19:20:25.350Z
207,	48.92611,	9.16498,	2018-10-30T19:46:01.350Z
208,	48.92164,	9.15838,	2018-10-30T19:46:22.350Z
209,	48.9109,	9.15436,	2018-10-30T19:47:04.350Z
210,	48.90562,	9.15438,	2018-10-30T19:47:23.350Z
211,	48.90208,	9.15412,	2018-10-30T19:47:35.350Z
212,	48.89253,	9.1494,	2018-10-30T19:48:10.350Z
213,	48.88665,	9.14631,	2018-10-30T19:48:31.350Z
214,	48.87394,	9.13761,	2018-10-30T19:49:23.350Z
215,	48.87148,	9.13548,	2018-10-30T19:49:33.350Z
216,	48.86737,	9.13196,	2018-10-30T19:49:49.350Z
217,	48.86311,	9.12843,	2018-10-30T19:50:06.350Z
218,	48.85882,	9.12567,	2018-10-30T19:50:22.350Z
219,	48.8458,	9.13007,	2018-10-30T19:52:25.350Z
220,	48.84005,	9.14103,	2018-10-30T19:53:13.350Z
221,	48.84039,	9.15151,	2018-10-30T19:53:47.350Z
222,	48.83782,	9.16851,	2018-10-30T19:55:34.350Z
