SEQNR,	LATITUDE,	LONGITUDE,	TIMESTAMP
433,	46.89573,	0.51986,	2018-10-09T22:01:43.194Z
434,	46.88578,	0.51783,	2018-10-09T22:02:18.194Z
435,	46.86247,	0.52481,	2018-10-09T22:03:43.194Z
436,	46.84668,	0.52596,	2018-10-09T22:04:39.194Z
437,	46.84183,	0.52549,	2018-10-09T22:04:56.194Z
438,	46.82861,	0.52086,	2018-10-09T22:05:45.194Z
439,	46.80545,	0.51325,	2018-10-09T22:07:09.194Z
440,	46.79808,	0.51188,	2018-10-09T22:07:36.194Z
441,	46.78456,	0.50379,	2018-10-09T22:08:28.194Z
442,	46.77377,	0.48896,	2018-10-09T22:09:21.194Z
443,	46.76156,	0.45883,	2018-10-09T22:10:46.194Z
444,	46.7499,	0.43853,	2018-10-09T22:11:50.194Z
445,	46.74433,	0.42771,	2018-10-09T22:12:23.194Z
446,	46.73566,	0.40528,	2018-10-09T22:13:26.194Z
447,	46.72835,	0.3945,	2018-10-09T22:14:03.194Z
448,	46.71704,	0.38038,	2018-10-09T22:14:56.194Z
449,	46.70714,	0.37285,	2018-10-09T22:15:36.194Z
450,	46.68625,	0.36293,	2018-10-09T22:16:54.194Z
451,	46.67827,	0.35927,	2018-10-09T22:17:23.194Z
452,	46.65669,	0.35515,	2018-10-09T22:18:40.194Z
453,	46.63827,	0.35348,	2018-10-09T22:19:46.194Z
454,	46.62831,	0.35081,	2018-10-09T22:20:22.194Z
455,	46.61164,	0.33056,	2018-10-09T22:21:41.194Z
456,	46.60229,	0.31474,	2018-10-09T22:22:32.194Z
457,	46.57341,	0.28945,	2018-10-09T22:24:34.194Z
458,	46.56345,	0.28688,	2018-10-09T22:25:09.194Z
459,	46.54449,	0.25705,	2018-10-09T22:26:57.194Z
460,	46.53909,	0.24803,	2018-10-09T22:27:26.194Z
461,	46.52427,	0.22508,	2018-10-09T22:28:44.194Z
462,	46.51856,	0.22189,	2018-10-09T22:29:05.194Z
463,	46.51149,	0.21532,	2018-10-09T22:29:35.194Z
464,	46.50987,	0.16365,	2018-10-09T22:31:48.194Z
465,	46.50709,	0.11337,	2018-10-09T22:33:53.194Z
466,	46.4981,	0.09159,	2018-10-09T22:34:55.194Z
467,	46.49151,	0.08105,	2018-10-09T22:35:30.194Z
468,	46.48692,	0.07446,	2018-10-09T22:35:53.194Z
469,	46.47739,	0.06073,	2018-10-09T22:36:41.194Z
470,	46.47092,	0.0367,	2018-10-09T22:37:44.194Z
471,	46.46622,	0.02148,	2018-10-09T22:38:25.194Z
472,	46.45846,	0.00399,	2018-10-09T22:39:16.194Z
473,	46.4557,	-0.0049,	2018-10-09T22:39:40.194Z
474,	46.43706,	-0.05539,	2018-10-09T22:42:00.194Z
475,	46.43196,	-0.07047,	2018-10-09T22:42:41.194Z
476,	46.42138,	-0.09959,	2018-10-09T22:44:03.194Z
477,	46.4158,	-0.11604,	2018-10-09T22:44:48.194Z
478,	46.40405,	-0.15396,	2018-10-09T22:46:31.194Z
479,	46.39798,	-0.16618,	2018-10-09T22:47:07.194Z
480,	46.39437,	-0.1813,	2018-10-09T22:47:47.194Z
481,	46.38883,	-0.20003,	2018-10-09T22:48:38.194Z
482,	46.38321,	-0.2057,	2018-10-09T22:49:02.194Z
483,	46.37705,	-0.20992,	2018-10-09T22:49:26.194Z
484,	46.37107,	-0.21644,	2018-10-09T22:49:53.194Z
485,	46.36666,	-0.24629,	2018-10-09T22:51:09.194Z
486,	46.36188,	-0.26469,	2018-10-09T22:51:58.194Z
487,	46.35836,	-0.27026,	2018-10-09T22:52:16.194Z
488,	46.34748,	-0.2937,	2018-10-09T22:53:26.194Z
489,	46.33757,	-0.31691,	2018-10-09T22:54:33.194Z
490,	46.33141,	-0.32799,	2018-10-09T22:55:08.194Z
491,	46.30867,	-0.35558,	2018-10-09T22:56:54.194Z
492,	46.29323,	-0.38367,	2018-10-09T22:58:23.194Z
493,	46.28623,	-0.39417,	2018-10-09T22:58:59.194Z
494,	46.26947,	-0.40834,	2018-10-09T23:00:08.194Z
495,	46.25788,	-0.41998,	2018-10-09T23:00:58.194Z
496,	46.24122,	-0.43331,	2018-10-09T23:02:06.194Z
497,	46.22675,	-0.44533,	2018-10-09T23:03:05.194Z
498,	46.21158,	-0.4599,	2018-10-09T23:04:10.194Z
499,	46.20761,	-0.46605,	2018-10-09T23:04:31.194Z
500,	46.18175,	-0.49942,	2018-10-09T23:06:34.194Z
501,	46.16858,	-0.51095,	2018-10-09T23:07:29.194Z
502,	46.16257,	-0.51409,	2018-10-09T23:07:51.194Z
503,	46.15801,	-0.51616,	2018-10-09T23:08:08.194Z
504,	46.13823,	-0.52785,	2018-10-09T23:09:24.194Z
505,	46.13134,	-0.53012,	2018-10-09T23:09:49.194Z
506,	46.12432,	-0.53174,	2018-10-09T23:10:14.194Z
507,	46.10542,	-0.53547,	2018-10-09T23:11:22.194Z
508,	46.08763,	-0.53204,	2018-10-09T23:12:26.194Z
509,	46.07681,	-0.5315,	2018-10-09T23:13:04.194Z
510,	46.07178,	-0.53263,	2018-10-09T23:13:22.194Z
511,	46.04935,	-0.53721,	2018-10-09T23:14:43.194Z
512,	46.03308,	-0.53783,	2018-10-09T23:15:40.194Z
513,	46.00801,	-0.5408,	2018-10-09T23:17:10.194Z
514,	45.99729,	-0.54347,	2018-10-09T23:17:49.194Z
515,	45.9721,	-0.54807,	2018-10-09T23:19:19.194Z
516,	45.94901,	-0.55627,	2018-10-09T23:20:43.194Z
517,	45.94138,	-0.55865,	2018-10-09T23:21:11.194Z
518,	45.933,	-0.56616,	2018-10-09T23:21:46.194Z
519,	45.92609,	-0.57727,	2018-10-09T23:22:23.194Z
520,	45.90747,	-0.58612,	2018-10-09T23:23:33.194Z
521,	45.89632,	-0.59907,	2018-10-09T23:24:25.194Z
522,	45.89091,	-0.60786,	2018-10-09T23:24:54.194Z
523,	45.88032,	-0.62096,	2018-10-09T23:25:44.194Z
524,	45.87326,	-0.62295,	2018-10-09T23:26:09.194Z
525,	45.86483,	-0.6218,	2018-10-09T23:26:39.194Z
526,	45.85028,	-0.62397,	2018-10-09T23:27:32.194Z
527,	45.83617,	-0.62761,	2018-10-09T23:28:22.194Z
528,	45.83122,	-0.63068,	2018-10-09T23:28:42.194Z
529,	45.82509,	-0.63946,	2018-10-09T23:29:12.194Z
530,	45.81873,	-0.64963,	2018-10-09T23:29:46.194Z
531,	45.81113,	-0.65314,	2018-10-09T23:30:15.194Z
532,	45.80273,	-0.65543,	2018-10-09T23:30:45.194Z
533,	45.75633,	-0.6723,	2018-10-09T23:33:39.194Z
534,	45.73556,	-0.66518,	2018-10-09T23:34:55.194Z
535,	45.72555,	-0.66128,	2018-10-09T23:35:32.194Z
536,	45.71971,	-0.65974,	2018-10-09T23:35:53.194Z
537,	45.71322,	-0.65665,	2018-10-09T23:36:18.194Z
538,	45.69165,	-0.64774,	2018-10-09T23:37:37.194Z
539,	45.6806,	-0.64347,	2018-10-09T23:38:18.194Z
540,	45.66063,	-0.63583,	2018-10-09T23:39:31.194Z
541,	45.63359,	-0.61894,	2018-10-09T23:41:18.194Z
542,	45.62351,	-0.60968,	2018-10-09T23:42:00.194Z
543,	45.61546,	-0.60503,	2018-10-09T23:42:31.194Z
544,	45.61005,	-0.59933,	2018-10-09T23:42:55.194Z
545,	45.59783,	-0.58972,	2018-10-09T23:43:46.194Z
546,	45.58058,	-0.59846,	2018-10-09T23:44:51.194Z
547,	45.56544,	-0.60151,	2018-10-09T23:45:46.194Z
548,	45.55946,	-0.60234,	2018-10-09T23:46:07.194Z
549,	45.54257,	-0.606,	2018-10-09T23:47:07.194Z
550,	45.53148,	-0.60862,	2018-10-09T23:47:47.194Z
551,	45.52427,	-0.61033,	2018-10-09T23:48:13.194Z
552,	45.51566,	-0.61227,	2018-10-09T23:48:44.194Z
553,	45.50225,	-0.6134,	2018-10-09T23:49:32.194Z
554,	45.4931,	-0.61424,	2018-10-09T23:50:04.194Z
555,	45.48201,	-0.61822,	2018-10-09T23:50:45.194Z
556,	45.46468,	-0.62,	2018-10-09T23:51:47.194Z
557,	45.45393,	-0.61504,	2018-10-09T23:52:27.194Z
558,	45.44506,	-0.60958,	2018-10-09T23:53:01.194Z
559,	45.43931,	-0.6067,	2018-10-09T23:53:23.194Z
560,	45.4293,	-0.60532,	2018-10-09T23:53:58.194Z
561,	45.42459,	-0.60482,	2018-10-09T23:54:15.194Z
562,	45.40291,	-0.60228,	2018-10-09T23:55:33.194Z
563,	45.39477,	-0.60433,	2018-10-09T23:56:02.194Z
564,	45.37944,	-0.60024,	2018-10-09T23:56:58.194Z
565,	45.37344,	-0.59503,	2018-10-09T23:57:23.194Z
566,	45.35239,	-0.58272,	2018-10-09T23:58:44.194Z
567,	45.34612,	-0.57684,	2018-10-09T23:59:10.194Z
568,	45.33166,	-0.56864,	2018-10-10T00:00:06.194Z
569,	45.31599,	-0.55931,	2018-10-10T00:01:07.194Z
570,	45.31069,	-0.55852,	2018-10-10T00:01:25.194Z
571,	45.30327,	-0.55723,	2018-10-10T00:01:52.194Z
572,	45.28384,	-0.55107,	2018-10-10T00:03:03.194Z
573,	45.2594,	-0.54562,	2018-10-10T00:04:31.194Z
574,	45.24349,	-0.53463,	2018-10-10T00:05:33.194Z
575,	45.22901,	-0.52234,	2018-10-10T00:06:34.194Z
576,	45.21432,	-0.50625,	2018-10-10T00:07:41.194Z
577,	45.19791,	-0.49533,	2018-10-10T00:08:46.194Z
578,	45.19303,	-0.49346,	2018-10-10T00:09:04.194Z
579,	45.17153,	-0.48326,	2018-10-10T00:10:24.194Z
580,	45.15958,	-0.47947,	2018-10-10T00:11:07.194Z
581,	45.13789,	-0.48231,	2018-10-10T00:12:25.194Z
582,	45.11088,	-0.4841,	2018-10-10T00:14:02.194Z
583,	45.09753,	-0.47656,	2018-10-10T00:14:53.194Z
584,	45.091,	-0.47237,	2018-10-10T00:15:18.194Z
585,	45.07771,	-0.46802,	2018-10-10T00:16:07.194Z
586,	45.06882,	-0.46353,	2018-10-10T00:16:40.194Z
587,	45.0637,	-0.45997,	2018-10-10T00:17:01.194Z
588,	45.03164,	-0.44053,	2018-10-10T00:19:04.194Z
589,	44.96093,	-0.44434,	2018-10-10T00:23:46.194Z
590,	44.91225,	-0.48414,	2018-10-10T00:27:15.194Z
591,	44.89387,	-0.49901,	2018-10-10T00:28:43.194Z
592,	44.85813,	-0.50481,	2018-10-10T00:32:16.194Z
593,	44.82361,	-0.51211,	2018-10-10T00:35:27.194Z
594,	44.78038,	-0.54661,	2018-10-10T00:39:46.194Z
595,	44.75958,	-0.68108,	2018-10-10T00:48:00.194Z
596,	44.74849,	-0.69801,	2018-10-10T00:48:58.194Z
597,	44.74188,	-0.70919,	2018-10-10T00:49:34.194Z
598,	44.73585,	-0.71846,	2018-10-10T00:50:06.194Z
599,	44.72383,	-0.73494,	2018-10-10T00:51:06.194Z
600,	44.71684,	-0.74254,	2018-10-10T00:51:37.194Z
601,	44.69967,	-0.76026,	2018-10-10T00:52:52.194Z
602,	44.69238,	-0.76971,	2018-10-10T01:38:28.194Z
603,	44.68203,	-0.78834,	2018-10-10T01:39:27.194Z
604,	44.6787,	-0.79525,	2018-10-10T01:39:48.194Z
605,	44.66352,	-0.82094,	2018-10-10T01:41:13.194Z
606,	44.64371,	-0.83984,	2018-10-10T01:42:38.194Z
607,	44.62511,	-0.84893,	2018-10-10T01:43:48.194Z
608,	44.60251,	-0.84838,	2018-10-10T01:45:09.194Z
609,	44.59391,	-0.84404,	2018-10-10T01:45:42.194Z
610,	44.57347,	-0.83421,	2018-10-10T01:46:58.194Z
611,	44.56178,	-0.83229,	2018-10-10T01:47:40.194Z
612,	44.54958,	-0.83268,	2018-10-10T01:48:23.194Z
613,	44.53671,	-0.83607,	2018-10-10T01:49:10.194Z
614,	44.5178,	-0.83973,	2018-10-10T01:50:17.194Z
615,	44.50474,	-0.84212,	2018-10-10T01:51:05.194Z
616,	44.48659,	-0.83581,	2018-10-10T01:52:11.194Z
617,	44.46799,	-0.82065,	2018-10-10T01:53:27.194Z
618,	44.44789,	-0.81029,	2018-10-10T01:54:45.194Z
619,	44.43046,	-0.81623,	2018-10-10T01:55:48.194Z
620,	44.42562,	-0.81828,	2018-10-10T01:56:06.194Z
621,	44.40501,	-0.81846,	2018-10-10T01:57:21.194Z
622,	44.38885,	-0.83385,	2018-10-10T01:58:31.194Z
623,	44.36882,	-0.84636,	2018-10-10T01:59:49.194Z
624,	44.33526,	-0.86802,	2018-10-10T02:02:17.194Z
625,	44.32994,	-0.87147,	2018-10-10T02:02:38.194Z
626,	44.32212,	-0.88012,	2018-10-10T02:03:14.194Z
627,	44.29692,	-0.88679,	2018-10-10T02:04:46.194Z
628,	44.27013,	-0.89678,	2018-10-10T02:06:24.194Z
629,	44.26219,	-0.89974,	2018-10-10T02:06:53.194Z
630,	44.25631,	-0.90192,	2018-10-10T02:07:14.194Z
631,	44.25069,	-0.90404,	2018-10-10T02:07:35.194Z
632,	44.24169,	-0.90748,	2018-10-10T02:08:08.194Z
633,	44.22228,	-0.9218,	2018-10-10T02:09:28.194Z
634,	44.17658,	-0.94589,	2018-10-10T02:12:22.194Z
635,	44.15816,	-0.95684,	2018-10-10T02:13:33.194Z
636,	44.15206,	-0.96066,	2018-10-10T02:13:57.194Z
637,	44.12001,	-0.98592,	2018-10-10T02:16:10.194Z
638,	44.09663,	-0.99611,	2018-10-10T02:17:37.194Z
639,	44.09137,	-0.99842,	2018-10-10T02:17:56.194Z
640,	44.08424,	-1.00148,	2018-10-10T02:18:22.194Z
641,	44.05726,	-1.00499,	2018-10-10T02:20:00.194Z
642,	44.02668,	-1.01583,	2018-10-10T02:21:54.194Z
643,	43.99916,	-1.03383,	2018-10-10T02:23:45.194Z
644,	43.99065,	-1.041,	2018-10-10T02:24:20.194Z
645,	43.97951,	-1.05049,	2018-10-10T02:25:06.194Z
646,	43.97437,	-1.05984,	2018-10-10T02:25:36.194Z
647,	43.94344,	-1.08298,	2018-10-10T02:27:47.194Z
648,	43.92388,	-1.10971,	2018-10-10T02:29:24.194Z
649,	43.91873,	-1.11622,	2018-10-10T02:29:49.194Z
650,	43.90155,	-1.12931,	2018-10-10T02:30:58.194Z
651,	43.89566,	-1.1336,	2018-10-10T02:31:22.194Z
652,	43.88971,	-1.13422,	2018-10-10T02:31:43.194Z
653,	43.88181,	-1.13112,	2018-10-10T02:32:12.194Z
654,	43.87572,	-1.133,	2018-10-10T02:32:35.194Z
655,	43.84201,	-1.17579,	2018-10-10T02:35:28.194Z
656,	43.82438,	-1.18773,	2018-10-10T02:36:54.194Z
657,	43.81687,	-1.1928,	2018-10-10T02:37:24.194Z
658,	43.80781,	-1.19895,	2018-10-10T02:37:59.194Z
659,	43.8031,	-1.20208,	2018-10-10T02:38:18.194Z
660,	43.79311,	-1.20867,	2018-10-10T02:38:57.194Z
661,	43.78243,	-1.21004,	2018-10-10T02:39:35.194Z
662,	43.74237,	-1.22569,	2018-10-10T02:42:05.194Z
663,	43.72208,	-1.2276,	2018-10-10T02:43:18.194Z
664,	43.68232,	-1.27993,	2018-10-10T02:47:09.194Z
665,	43.68077,	-1.29399,	2018-10-10T02:47:45.194Z
666,	43.68042,	-1.30083,	2018-10-10T02:48:03.194Z
667,	43.67068,	-1.3196,	2018-10-10T02:49:04.194Z
668,	43.66663,	-1.32288,	2018-10-10T02:49:21.194Z
669,	43.65534,	-1.33443,	2018-10-10T02:50:11.194Z
670,	43.64451,	-1.37257,	2018-10-10T02:51:59.194Z
671,	43.63375,	-1.38948,	2018-10-10T02:52:57.194Z
672,	43.59875,	-1.41551,	2018-10-10T02:55:43.194Z
673,	43.59088,	-1.41805,	2018-10-10T02:56:12.194Z
674,	43.57663,	-1.42624,	2018-10-10T02:57:07.194Z
675,	43.56563,	-1.43088,	2018-10-10T02:57:49.194Z
676,	43.55981,	-1.43063,	2018-10-10T02:58:10.194Z
677,	43.55345,	-1.43237,	2018-10-10T02:58:33.194Z
678,	43.52528,	-1.43958,	2018-10-10T03:00:20.194Z
679,	43.51475,	-1.44334,	2018-10-10T03:00:59.194Z
680,	43.46549,	-1.4834,	2018-10-10T03:05:04.194Z
681,	43.46309,	-1.48867,	2018-10-10T03:05:20.194Z
682,	43.46001,	-1.5189,	2018-10-10T03:06:40.194Z
683,	43.45283,	-1.53133,	2018-10-10T03:07:22.194Z
684,	43.43633,	-1.57203,	2018-10-10T03:09:55.194Z
685,	43.43031,	-1.58445,	2018-10-10T03:10:35.194Z
686,	43.42496,	-1.59405,	2018-10-10T03:11:07.194Z
687,	43.41613,	-1.60745,	2018-10-10T03:11:54.194Z
688,	43.40495,	-1.63027,	2018-10-10T03:13:05.194Z
689,	43.38288,	-1.6441,	2018-10-10T03:14:33.194Z
690,	43.37741,	-1.64722,	2018-10-10T03:14:54.194Z
691,	43.37391,	-1.65318,	2018-10-10T03:15:14.194Z
692,	43.37488,	-1.66724,	2018-10-10T03:15:52.194Z
693,	43.37034,	-1.68032,	2018-10-10T03:16:29.194Z
694,	43.36516,	-1.68821,	2018-10-10T03:16:56.194Z
695,	43.3589,	-1.70024,	2018-10-10T03:17:35.194Z
696,	43.35284,	-1.71768,	2018-10-10T03:18:32.194Z
697,	43.34264,	-1.72629,	2018-10-10T03:19:16.194Z
698,	43.34103,	-1.73998,	2018-10-10T03:19:52.194Z
699,	43.33254,	-1.78023,	2018-10-10T03:22:00.194Z
700,	43.33081,	-1.79448,	2018-10-10T03:22:38.194Z
701,	43.32568,	-1.8167,	2018-10-10T03:23:40.194Z
702,	43.32367,	-1.82366,	2018-10-10T03:23:59.194Z
703,	43.31364,	-1.87085,	2018-10-10T03:26:12.194Z
704,	43.29234,	-1.90181,	2018-10-10T03:28:24.194Z
705,	43.28404,	-1.95776,	2018-10-10T03:31:14.194Z
706,	43.27577,	-2.00524,	2018-10-10T03:33:31.194Z
707,	43.29051,	-2.07477,	2018-10-10T03:37:01.194Z
708,	43.28687,	-2.09142,	2018-10-10T03:37:46.194Z
709,	43.28334,	-2.10368,	2018-10-10T03:38:21.194Z
710,	43.2825,	-2.12717,	2018-10-10T03:39:24.194Z
711,	43.28132,	-2.17828,	2018-10-10T03:41:46.194Z
712,	43.28111,	-2.19439,	2018-10-10T03:42:29.194Z
713,	43.28234,	-2.21297,	2018-10-10T03:43:18.194Z
714,	43.28549,	-2.21999,	2018-10-10T03:43:40.194Z
715,	43.28016,	-2.23959,	2018-10-10T03:44:37.194Z
716,	43.27149,	-2.26311,	2018-10-10T03:45:52.194Z
717,	43.25965,	-2.28809,	2018-10-10T03:47:13.194Z
718,	43.28375,	-2.32208,	2018-10-10T03:49:19.194Z
719,	43.28444,	-2.34379,	2018-10-10T03:50:16.194Z
720,	43.28083,	-2.36032,	2018-10-10T03:51:10.194Z
721,	43.26872,	-2.37207,	2018-10-10T03:52:03.194Z
722,	43.26063,	-2.38054,	2018-10-10T03:52:39.194Z
723,	43.24788,	-2.39413,	2018-10-10T03:53:40.194Z
724,	43.24366,	-2.39752,	2018-10-10T03:53:58.194Z
725,	43.23709,	-2.40071,	2018-10-10T03:54:24.194Z
726,	43.21328,	-2.41159,	2018-10-10T03:56:02.194Z
727,	43.20428,	-2.42348,	2018-10-10T03:56:50.194Z
728,	43.20128,	-2.42953,	2018-10-10T03:57:09.194Z
729,	43.18124,	-2.42776,	2018-10-10T03:58:47.194Z
730,	43.17341,	-2.4252,	2018-10-10T03:59:16.194Z
731,	43.16622,	-2.4263,	2018-10-10T03:59:42.194Z
732,	43.15256,	-2.42856,	2018-10-10T04:00:30.194Z
733,	43.13573,	-2.42592,	2018-10-10T04:01:31.194Z
734,	43.10608,	-2.43504,	2018-10-10T04:03:22.194Z
735,	43.09498,	-2.43457,	2018-10-10T04:04:02.194Z
736,	43.07439,	-2.46175,	2018-10-10T04:05:53.194Z
737,	43.05565,	-2.48902,	2018-10-10T04:07:34.194Z
738,	43.0491,	-2.49536,	2018-10-10T04:08:03.194Z
739,	43.02016,	-2.52796,	2018-10-10T04:10:26.194Z
740,	43.01657,	-2.53844,	2018-10-10T04:10:57.194Z
741,	43.0164,	-2.54928,	2018-10-10T04:11:26.194Z
742,	42.99578,	-2.57574,	2018-10-10T04:13:11.194Z
743,	42.95891,	-2.6158,	2018-10-10T04:15:59.194Z
744,	42.95656,	-2.62163,	2018-10-10T04:16:16.194Z
745,	42.95141,	-2.62708,	2018-10-10T04:16:39.194Z
746,	42.92701,	-2.64306,	2018-10-10T04:18:18.194Z
747,	42.91931,	-2.67019,	2018-10-10T04:19:34.194Z
748,	42.9182,	-2.67883,	2018-10-10T04:19:57.194Z
749,	42.91731,	-2.69194,	2018-10-10T04:20:31.194Z
750,	42.89224,	-2.70022,	2018-10-10T04:23:02.194Z
751,	42.87569,	-2.71632,	2018-10-10T04:24:57.194Z
752,	42.86774,	-2.72574,	2018-10-10T04:25:35.194Z
753,	42.86448,	-2.73478,	2018-10-10T04:26:01.194Z
754,	42.85898,	-2.742,	2018-10-10T04:26:28.194Z
755,	42.85264,	-2.747,	2018-10-10T04:26:54.194Z
756,	42.84723,	-2.74964,	2018-10-10T04:27:15.194Z
757,	42.82783,	-2.76153,	2018-10-10T04:28:33.194Z
758,	42.79736,	-2.81971,	2018-10-10T04:31:41.194Z
759,	42.78761,	-2.8234,	2018-10-10T04:32:17.194Z
760,	42.77228,	-2.82326,	2018-10-10T04:33:11.194Z
761,	42.76517,	-2.82239,	2018-10-10T04:33:36.194Z
762,	42.75246,	-2.83407,	2018-10-10T04:34:34.194Z
763,	42.74799,	-2.8466,	2018-10-10T04:35:10.194Z
764,	42.74345,	-2.86059,	2018-10-10T04:35:50.194Z
765,	42.72149,	-2.86668,	2018-10-10T04:37:46.194Z
766,	42.7076,	-2.87453,	2018-10-10T04:38:46.194Z
767,	42.70706,	-2.88308,	2018-10-10T04:39:09.194Z
768,	42.70666,	-2.90056,	2018-10-10T04:39:56.194Z
769,	42.70383,	-2.91507,	2018-10-10T04:40:35.194Z
770,	42.70509,	-2.94135,	2018-10-10T04:41:44.194Z
771,	42.70481,	-2.95179,	2018-10-10T04:42:11.194Z
772,	42.70432,	-2.95792,	2018-10-10T04:42:27.194Z
773,	42.6941,	-2.98464,	2018-10-10T04:43:47.194Z
774,	42.68375,	-3.00543,	2018-10-10T04:44:53.194Z
775,	42.67324,	-3.02462,	2018-10-10T04:45:55.194Z
776,	42.66848,	-3.03132,	2018-10-10T04:46:20.194Z
777,	42.66182,	-3.03502,	2018-10-10T04:46:46.194Z
778,	42.65278,	-3.06392,	2018-10-10T04:48:09.194Z
779,	42.65083,	-3.07334,	2018-10-10T04:48:35.194Z
780,	42.6269,	-3.10979,	2018-10-10T04:51:16.194Z
781,	42.62364,	-3.14356,	2018-10-10T04:52:52.194Z
782,	42.62502,	-3.15085,	2018-10-10T04:53:12.194Z
783,	42.62307,	-3.1642,	2018-10-10T04:53:48.194Z
784,	42.62277,	-3.17167,	2018-10-10T04:54:07.194Z
785,	42.61586,	-3.19597,	2018-10-10T04:55:16.194Z
786,	42.61029,	-3.20451,	2018-10-10T04:55:46.194Z
787,	42.60102,	-3.22259,	2018-10-10T04:56:45.194Z
788,	42.59419,	-3.22896,	2018-10-10T04:57:14.194Z
789,	42.58777,	-3.23813,	2018-10-10T04:57:47.194Z
790,	42.5823,	-3.2479,	2018-10-10T04:58:19.194Z
791,	42.57818,	-3.25368,	2018-10-10T04:58:40.194Z
792,	42.57278,	-3.25934,	2018-10-10T04:59:04.194Z
793,	42.5537,	-3.28258,	2018-10-10T05:00:36.194Z
794,	42.53753,	-3.30715,	2018-10-10T05:02:04.194Z
795,	42.52491,	-3.33618,	2018-10-10T05:03:35.194Z
796,	42.51579,	-3.34339,	2018-10-10T05:04:12.194Z
797,	42.50851,	-3.34766,	2018-10-10T05:04:40.194Z
798,	42.4954,	-3.37064,	2018-10-10T05:05:59.194Z
799,	42.48532,	-3.39378,	2018-10-10T05:07:10.194Z
800,	42.47856,	-3.43121,	2018-10-10T05:08:52.194Z
801,	42.47198,	-3.44364,	2018-10-10T05:09:32.194Z
802,	42.45689,	-3.45485,	2018-10-10T05:10:34.194Z
803,	42.4433,	-3.48957,	2018-10-10T05:12:21.194Z
804,	42.43699,	-3.49756,	2018-10-10T05:12:51.194Z
805,	42.42581,	-3.5068,	2018-10-10T05:13:40.194Z
806,	42.40586,	-3.54253,	2018-10-10T05:15:40.194Z
807,	42.40405,	-3.55302,	2018-10-10T05:16:08.194Z
808,	42.39069,	-3.57684,	2018-10-10T05:17:28.194Z
809,	42.38114,	-3.583,	2018-10-10T05:18:07.194Z
810,	42.3752,	-3.58712,	2018-10-10T05:18:31.194Z
811,	42.36326,	-3.59206,	2018-10-10T05:19:16.194Z
812,	42.35408,	-3.60214,	2018-10-10T05:19:58.194Z
813,	42.34846,	-3.60369,	2018-10-10T05:20:18.194Z
814,	42.34086,	-3.60896,	2018-10-10T05:20:49.194Z
815,	42.33072,	-3.63953,	2018-10-10T05:22:18.194Z
816,	42.32823,	-3.65493,	2018-10-10T05:23:00.194Z
817,	42.3257,	-3.66924,	2018-10-10T05:23:41.194Z
818,	42.32383,	-3.68855,	2018-10-10T05:24:34.194Z
819,	42.30863,	-3.72577,	2018-10-10T05:26:52.194Z
820,	42.30661,	-3.73667,	2018-10-10T05:27:22.194Z
821,	42.30459,	-3.77346,	2018-10-10T05:29:00.194Z
822,	42.3074,	-3.79621,	2018-10-10T05:30:00.194Z
823,	42.30913,	-3.80915,	2018-10-10T05:30:35.194Z
824,	42.29131,	-3.85214,	2018-10-10T05:33:02.194Z
825,	42.28651,	-3.86175,	2018-10-10T05:33:33.194Z
826,	42.28128,	-3.87448,	2018-10-10T05:34:11.194Z
827,	42.27855,	-3.88739,	2018-10-10T05:34:46.194Z
828,	42.2734,	-3.90066,	2018-10-10T05:35:26.194Z
829,	42.27215,	-3.9078,	2018-10-10T05:35:46.194Z
830,	42.26971,	-3.91536,	2018-10-10T05:36:07.194Z
831,	42.26673,	-3.92493,	2018-10-10T05:36:35.194Z
832,	42.26295,	-3.93976,	2018-10-10T05:37:17.194Z
833,	42.2592,	-3.94408,	2018-10-10T05:37:34.194Z
834,	42.25411,	-3.95157,	2018-10-10T05:38:01.194Z
835,	42.24863,	-3.96132,	2018-10-10T05:38:33.194Z
836,	42.23853,	-3.97783,	2018-10-10T05:39:29.194Z
837,	42.22516,	-3.99855,	2018-10-10T05:40:41.194Z
838,	42.22104,	-4.00406,	2018-10-10T05:41:02.194Z
839,	42.2128,	-4.00744,	2018-10-10T05:41:33.194Z
840,	42.20518,	-4.01599,	2018-10-10T05:42:08.194Z
841,	42.20076,	-4.02123,	2018-10-10T05:42:29.194Z
842,	42.18274,	-4.04549,	2018-10-10T05:43:59.194Z
843,	42.17674,	-4.05679,	2018-10-10T05:44:36.194Z
844,	42.16672,	-4.07364,	2018-10-10T05:45:34.194Z
845,	42.14973,	-4.09445,	2018-10-10T05:46:58.194Z
846,	42.13029,	-4.12762,	2018-10-10T05:48:51.194Z
847,	42.12426,	-4.14125,	2018-10-10T05:49:33.194Z
848,	42.11508,	-4.16296,	2018-10-10T05:50:39.194Z
849,	42.11017,	-4.17182,	2018-10-10T05:51:09.194Z
850,	42.10135,	-4.19427,	2018-10-10T05:52:16.194Z
851,	42.09429,	-4.2066,	2018-10-10T05:52:58.194Z
852,	42.06899,	-4.22124,	2018-10-10T05:54:41.194Z
853,	42.05428,	-4.24442,	2018-10-10T05:56:02.194Z
854,	42.03939,	-4.27394,	2018-10-10T05:57:39.194Z
855,	42.03232,	-4.29703,	2018-10-10T05:58:45.194Z
856,	42.01844,	-4.3407,	2018-10-10T06:00:55.194Z
